date,lastSyncTime,steps,distance,runDistance,calories
2017-10-02,1507037643,8778,6223,565,216
2017-10-03,1507064690,6915,4748,417,168
2017-10-04,1507182485,5033,3456,319,122
2017-10-05,1507254455,5054,3363,395,117
2017-10-06,1507377324,6362,4298,416,148
2017-10-07,1507494913,9091,6253,460,209
2017-10-08,1507838969,14455,10718,232,350
2017-10-09,1507838968,3367,2361,319,95
2017-10-10,1507838966,6486,4705,417,166
2017-10-11,1507838967,7563,5472,418,200
2017-10-12,1507969717,4392,2999,237,108
2017-10-13,1507969718,5042,3556,386,127
2017-10-14,1508017244,13621,9828,686,340
2017-10-15,1508120238,4616,3465,158,127
2017-10-16,1508497006,7231,4966,548,167
2017-10-17,1508497007,5318,3703,497,138
2017-10-18,1508497005,8963,6247,630,217
2017-10-19,1508497008,15129,10961,638,388
2017-10-20,1508657863,4420,3221,177,116
2017-10-21,1508657856,3414,2293,318,84
2017-10-22,1508880689,15392,11631,527,417
2017-10-23,1508880687,10098,6926,719,232
2017-10-24,1508880689,6357,4302,460,153
2017-10-25,1508997472,6131,4105,518,143
2017-10-26,1509101614,9406,6409,545,217
2017-10-27,1509300548,7649,5282,745,189
2017-10-28,1509300549,2809,1940,266,71
2017-10-29,1509312371,469,303,26,14
2017-10-30,1509602277,8055,5862,739,213
2017-10-31,1509602273,8290,6033,448,220
2017-11-01,1509602277,7222,5229,240,193
2017-11-02,1509768958,3469,2490,205,88
2017-11-03,1509768957,5054,3493,329,122
2017-11-04,1510034370,12440,8736,520,298
2017-11-05,1510034369,542,350,66,16
2017-11-06,1510034369,5090,3815,179,139
2017-11-07,1510423829,3102,2187,175,81
2017-11-08,1510423829,4217,2911,277,104
2017-11-09,1510423828,8765,5924,666,196
2017-11-10,1510423829,8531,6021,458,206
2017-11-11,1510446464,5692,3756,495,130
2017-11-12,1510677882,324,209,82,10
2017-11-13,1510677886,4251,2936,482,105
2017-11-14,1510723970,11415,8582,430,302
2017-11-15,1510868369,3822,2722,242,104
2017-11-16,1510868368,2727,1955,112,76
2017-11-17,1510980931,8457,6228,1093,233
2017-11-18,1511285553,9790,6854,656,242
2017-11-19,1511285552,2394,1781,135,67
2017-11-20,1511285552,4075,2889,219,108
2017-11-21,1511416098,11289,7731,537,254
2017-11-22,1511416098,13383,10198,283,369
2017-11-23,1511560453,6632,4709,301,169
2017-11-24,1511560453,4536,3253,365,119
2017-11-25,1511761838,4204,2838,387,101
2017-11-26,1511761849,9053,6930,208,259
2017-11-27,1511818216,9377,6616,1113,240
2017-11-28,1512053649,7817,5256,632,180
2017-11-29,1512053647,5089,3438,389,126
2017-11-30,1512158428,3702,2593,202,95
2017-12-01,1512294121,8291,5506,537,191
2017-12-02,1512294121,5275,3563,423,122
2017-12-03,1512493237,658,425,72,17
2017-12-04,1512493237,5648,4030,410,146
2017-12-05,1512733036,3628,2565,356,95
2017-12-06,1512733036,4327,2898,514,105
2017-12-07,1512733036,4870,3331,374,122
2017-12-08,1513102136,12568,8771,645,283
2017-12-09,1513102129,4162,2744,326,93
2017-12-10,1513102128,2430,1709,156,61
2017-12-11,1513102138,4813,3463,243,123
2017-12-12,1513173597,13753,10121,436,350
2017-12-13,1513249999,3183,2245,193,78
2017-12-14,1513287119,4000,2813,285,103
2017-12-15,1513412441,10766,7991,167,277
2017-12-16,1513484285,10511,7735,140,256
2017-12-17,1513583890,1901,1401,112,53
2017-12-18,1514123576,6269,4478,99,152
2017-12-19,1514123577,646,418,71,21
2017-12-20,1514123575,2541,1836,162,68
2017-12-21,1514123576,562,363,114,18
2017-12-22,1514123575,10005,7549,381,270
2017-12-23,1514123573,2837,1868,248,69
2017-12-24,1514277419,25469,19348,285,672
2017-12-25,1514277419,307,198,64,11
2017-12-26,1514591146,2164,1495,119,53
2017-12-27,1514591148,10611,8215,181,289
2017-12-28,1514591147,430,278,89,15
2017-12-29,1514591147,1963,1475,99,54
2017-12-30,1514765329,8411,6359,168,233
2017-12-31,1514765342,2632,1893,127,72
2018-01-01,1514861016,690,446,88,22
2018-01-02,1514933849,4145,3187,273,125
2018-01-03,1515062959,1759,1137,234,48
2018-01-04,1515304658,10697,7222,439,247
2018-01-05,1515304651,8593,5770,325,191
2018-01-06,1515304659,635,410,97,18
2018-01-07,1515368077,2743,1886,168,68
2018-01-08,1515445574,671,434,123,20
2018-01-09,1515532143,3083,2251,465,94
2018-01-10,1515618556,685,443,85,22
2018-01-11,1515704803,777,502,170,24
2018-01-12,1515791206,5282,4000,227,150
2018-01-13,1515877615,1549,1127,54,40
2018-01-14,1516103845,7053,5035,321,177
2018-01-15,1516103845,6663,4840,364,174
2018-01-16,1516136845,4705,3292,177,120
2018-01-17,1516223255,3715,2594,151,96
2018-01-18,1516309665,23706,17380,3304,635
2018-01-19,1516396082,844,546,94,23
2018-01-20,1516482511,43,28,8,2
2018-01-21,1517387033,26052,18538,309,605
2018-01-22,1516655476,10567,7994,406,296
2018-01-23,1516766936,8427,5918,509,199
2018-01-24,1516813727,31246,23121,409,744
2018-01-25,1516901936,4258,2807,317,96
2018-01-26,1516991947,16689,12012,412,395
2018-01-27,1517387035,1127,728,78,23
2018-01-28,1517387034,9111,6182,301,191
2018-01-29,1517387036,2531,1642,317,58
2018-01-30,1517387036,4145,2723,264,89
2018-01-31,1517419430,2485,1633,145,59
2018-02-01,1517505844,10731,7376,306,231
2018-02-02,1517592251,3814,2654,272,88
2018-02-03,1517678666,1801,1164,126,40
2018-02-04,1517765079,8889,6296,256,207
2018-02-05,1517926498,2329,1513,224,54
2018-02-06,1517937895,13372,9678,360,335
2018-02-07,1518024308,9698,6606,556,221
2018-02-08,1518110714,18029,13011,275,412
2018-02-09,1518197125,6383,4278,273,145
2018-02-10,1518283540,11154,7679,324,251
2018-02-11,1518369943,8192,5334,532,180
2018-02-12,1518456354,3394,2202,306,84
2018-02-13,1518542761,12591,8857,402,282
2018-02-14,1518629175,19825,13708,697,439
2018-02-15,1518715612,6986,4605,425,156
2018-02-16,1518801991,12846,9151,249,293
2018-02-17,1518890217,6938,4801,313,158
2018-02-18,1518974822,10075,6750,318,214
2018-02-19,1519061245,3224,2084,278,74
2018-02-20,1519147630,3475,2507,133,83
2018-02-21,1519238951,271,175,39,6
2018-02-22,1519319958,3812,2595,230,89
2018-02-23,1519406370,2932,1906,293,67
2018-02-24,1519492784,5017,3377,326,117
2018-02-25,1519579190,3783,2487,319,81
2018-02-26,1519665597,3043,2002,205,67
2018-02-27,1519752012,16682,12410,1538,440
2018-02-28,1519838419,18167,13282,376,429
2018-03-01,1519924830,6364,4326,249,137
2018-03-02,1520014835,17737,12751,455,408
2018-03-03,1520097652,3654,2528,166,82
2018-03-04,1520184054,11302,8329,307,285
2018-03-05,1520272263,2948,1906,188,65
2018-03-06,1520356876,14543,10775,1668,383
2018-03-07,1520445115,15170,11338,2080,407
2018-03-08,1520531503,3675,2459,177,80
2018-03-09,1520616110,8215,5925,262,204
2018-03-10,1520702529,12053,9049,82,302
2018-03-11,1520788925,6464,4670,101,155
2018-03-12,1520875358,6345,4642,39,149
2018-03-13,1520961743,13224,10262,256,376
2018-03-14,1521048152,21348,15775,147,499
2018-03-15,1521134560,11797,8548,170,269
2018-03-16,1521220979,4803,3443,164,114
2018-03-17,1521307383,7480,5001,398,160
2018-03-18,1521393789,7805,5511,269,175
2018-03-19,1521480210,3092,2066,170,67
2018-03-20,1521566611,4592,3176,283,107
2018-03-21,1521662023,451,292,65,13
2018-03-22,1521757435,34,22,7,1
2018-03-23,1521825846,1171,762,105,24
2018-03-24,1521912248,5350,3791,204,125
2018-03-25,1521998657,2332,1516,202,53
2018-03-26,1522085076,2442,1612,121,55
2018-03-27,1522180494,2410,1566,227,54
2018-03-28,1522257886,5882,4182,316,139
2018-03-29,1522344592,2902,1919,212,67
2018-03-30,1522431002,2542,1661,149,52
2018-03-31,1522521015,6775,4580,328,156
2018-04-01,1522603821,2692,1754,333,68
2018-04-02,1522690233,19909,14723,446,487
2018-04-03,1522776640,6245,4086,434,132
2018-04-04,1522866649,3019,2025,264,73
2018-04-05,1522948386,3896,2551,293,88
2018-04-06,1523035865,12281,8990,251,288
2018-04-07,1523122280,31019,21576,622,680
2018-04-08,1523208683,32547,22652,469,707
2018-04-09,1523295093,23500,15989,250,495
2018-04-10,1523381509,12748,8698,154,265
2018-04-11,1523467913,22217,15636,450,493
2018-04-12,1523552524,9083,6098,236,199
2018-04-13,1523638928,26254,18549,398,582
2018-04-14,1523725338,23288,15536,343,465
2018-04-15,1523811749,13955,9436,435,301
2018-04-16,1523898157,19165,13415,331,425
2018-04-17,1523984568,29079,20180,467,625
2018-04-18,1524070977,5382,3535,340,119
2018-04-19,1524157389,8178,5589,443,195
2018-04-20,1524243798,23292,16859,476,542
2018-04-21,1524330208,23681,16541,374,515
2018-04-22,1524473437,3534,2397,266,89
2018-04-23,1524549828,2886,2024,348,79
2018-04-24,1524603858,4720,3594,237,141
2018-04-25,1524690247,775,501,114,23
2018-04-26,1524778453,511,330,77,17
2018-04-27,1524863064,961,621,150,29
2018-04-28,1524949474,482,312,72,16
2018-04-29,1525041301,456,295,56,14
2018-04-30,1525122292,4453,3329,129,115
2018-05-01,1525208704,12219,9490,352,358
2018-05-02,1525295112,9761,7348,353,273
2018-05-03,1525381522,15949,11963,309,399
2018-05-04,1525467936,3347,2369,165,91
2018-05-05,1525554448,25854,19509,436,656
2018-05-06,1525640754,895,579,117,31
2018-05-07,1525727166,873,564,150,26
2018-05-08,1525813573,7851,5903,315,219
2018-05-09,1525901787,4060,3040,170,118
2018-05-10,1525986398,660,427,111,22
2018-05-11,1526072814,2462,1789,177,67
2018-05-12,1526159216,12813,9938,553,375
2018-05-13,1526245632,2348,1659,150,63
2018-05-14,1526332035,1059,685,104,31
2018-05-15,1526418442,8586,6765,162,253
2018-05-16,1526504893,20205,15176,507,548
2018-05-17,1526591268,12935,9889,356,367
2018-05-18,1526679477,866,560,107,25
2018-05-19,1526764087,2405,1704,190,62
2018-05-20,1526850495,437,282,52,13
2018-05-21,1527012516,10996,8144,385,289
2018-05-22,1527068316,30821,23125,782,797
2018-05-23,1527109863,10259,7809,277,276
2018-05-24,1527197931,12198,8651,845,299
2018-05-25,1527284340,11353,8771,369,334
2018-05-26,1527368951,7967,5693,225,194
2018-05-27,1527455359,4646,3503,245,137
2018-05-28,1527541771,11496,8240,550,284
2018-05-29,1527628211,11762,8900,623,313
2018-05-30,1527714622,25523,19419,383,668
2018-05-31,1527801004,16878,12535,574,445
2018-06-01,1527887407,10058,7625,421,281
2018-06-02,1527975822,550,356,61,16
2018-06-03,1528062023,9824,7342,309,259
2018-06-04,1528146632,16021,12165,293,423
2018-06-05,1528233040,23052,17658,586,638
2018-06-06,1528351939,2037,1376,262,52
2018-06-07,1528405795,6853,4882,351,166
2018-06-08,1528492271,8010,5960,305,216
2018-06-09,1528578684,9754,7166,576,253
2018-06-10,1528665088,11912,8951,836,316
2018-06-11,1528751499,6404,4154,543,143
2018-06-12,1528837917,6583,4364,363,147
2018-06-13,1528924318,23325,16699,825,553
2018-06-14,1529010729,6893,4937,443,165
2018-06-15,1529097142,15944,11308,418,377
2018-06-16,1529185344,504,326,104,18
2018-06-17,1529269956,4112,3098,209,117
2018-06-18,1529356374,21672,15739,695,540
2018-06-19,1529442774,7441,5477,522,193
2018-06-20,1529529186,21969,16240,263,538
2018-06-21,1529616881,942,609,79,24
2018-06-22,1529702002,11204,8169,974,288
2018-06-23,1529788413,19549,14417,400,468
2018-06-24,1529874828,14428,10315,440,345
2018-06-25,1529963153,32452,23487,481,742
2018-06-26,1530047640,11609,8222,350,284
2018-06-27,1530134048,7496,5334,298,178
2018-06-28,1530222263,17544,12651,515,431
2018-06-29,1530306864,748,483,83,20
2018-06-30,1530393276,4837,3189,228,101
2018-07-01,1530479684,4332,3248,171,121
2018-07-02,1530566104,19088,13341,856,441
2018-07-03,1530652502,24347,17648,846,612
2018-07-04,1530738912,675,436,120,20
2018-07-05,1530825325,2831,1964,121,70
2018-07-06,1530911733,6193,4454,183,157
2018-07-07,1530998143,13472,10588,326,408
2018-07-08,1531084554,1008,652,70,27
2018-07-09,1531170971,11770,8287,770,282
2018-07-10,1531257376,14775,10911,490,393
2018-07-11,1531343784,1012,654,145,28
2018-07-12,1531430195,1323,855,198,39
2018-07-13,1531516604,15506,11303,661,408
2018-07-14,1531603016,2099,1516,181,57
2018-07-15,1531689428,1110,717,94,28
2018-07-16,1531775838,26510,19851,761,698
2018-07-17,1531862248,809,523,118,25
2018-07-18,1531948660,530,343,114,16
2018-07-19,1532036866,4034,2884,131,104
2018-07-20,1532121472,639,413,80,21
2018-07-21,1532207888,2923,2176,158,83
2018-07-22,1532294294,29767,21943,377,720
2018-07-23,1532380701,14913,10478,602,338
2018-07-24,1532467454,3105,2272,146,81
2018-07-25,1532557462,1037,670,113,28
2018-07-26,1532726495,16949,12268,273,401
2018-07-27,1532726496,8090,5897,372,202
2018-07-28,1532859901,15858,10815,324,335
2018-07-29,1532903115,5417,3696,287,119
2018-07-30,1532985915,14412,10589,237,347
2018-07-31,1533072325,9136,6569,461,224
2018-08-01,1533158739,16284,12140,374,416
2018-08-02,1533245149,7484,5589,362,206
2018-08-03,1533331581,7074,5218,349,181
2018-08-04,1533417968,1888,1297,92,45
2018-08-05,1533504383,7703,5818,135,197
2018-08-06,1533590792,8984,6618,508,238
2018-08-07,1533677201,10729,7884,712,268
2018-08-08,1533853627,8965,6764,390,248
2018-08-09,1533853628,7195,5128,338,176
2018-08-10,1533949037,438,283,88,15
2018-08-11,1534028106,24,16,15,1
2018-08-12,1534197331,11337,8256,462,293
2018-08-13,1534197331,6081,4453,211,155
2018-08-14,1534281940,13673,10250,382,357
2018-08-15,1534368348,8837,6570,366,238
2018-08-16,1534454760,7871,5787,411,203
2018-08-17,1534542969,7678,5552,342,198
2018-08-18,1534704994,10879,7893,534,278
2018-08-19,1534715791,12689,9375,190,303
2018-08-20,1534948787,13143,9648,593,341
2018-08-21,1534948787,12496,9004,700,308
2018-08-22,1534973221,8483,6228,601,215
2018-08-23,1535059632,5864,3818,448,128
2018-08-24,1535146044,8635,6351,534,227
2018-08-25,1535266724,13707,10009,439,330
2018-08-26,1535318931,18422,13482,366,456
2018-08-27,1535412541,7753,5739,406,207
2018-08-28,1535491754,7408,5381,463,186
2018-08-29,1535578162,7766,5681,227,196
2018-08-30,1535709582,852,551,82,24
2018-08-31,1535750983,2517,1864,187,75
2018-09-01,1535837394,655,423,44,18
2018-09-02,1535922006,1745,1211,148,49
2018-09-03,1536008456,19099,15005,275,554
2018-09-04,1536094827,2495,1762,206,68
2018-09-05,1536181241,857,554,110,22
2018-09-06,1536269445,7736,5670,470,199
2018-09-07,1536359460,6140,4581,283,170
2018-09-08,1536440483,509,329,84,14
2018-09-09,1536526879,4168,3154,171,122
2018-09-10,1536613293,9752,7074,678,248
2018-09-11,1536699694,12261,8851,425,306
2018-09-12,1536786107,3755,2775,92,103
2018-09-13,1536872534,13960,10406,421,363
2018-09-14,1536994949,8378,5963,461,200
2018-09-15,1537045342,19272,13706,384,440
2018-09-16,1537131744,4054,2982,187,110
2018-09-17,1537218156,8739,6454,409,232
2018-09-18,1537306366,15103,10962,1287,377
2018-09-19,1537425187,12331,9083,421,324
2018-09-20,1537477390,7075,4956,457,167
2018-09-21,1537563813,13357,10234,326,374
2018-09-22,1537650203,2073,1403,140,54
2018-09-23,1537736617,15394,11561,429,401
2018-09-24,1537826627,10022,7572,614,286
2018-09-25,1537909433,6804,5011,299,174
2018-09-26,1538030049,11046,8012,574,271
2018-09-27,1538085855,15581,11600,366,402
2018-09-28,1538172263,1824,1254,132,46
2018-09-29,1538258675,8859,6800,241,248
2018-09-30,1538345082,9357,6969,228,241
2018-10-01,1538431492,19897,14799,669,512
2018-10-02,1538517901,12881,9560,536,340
2018-10-03,1538604311,5896,4100,226,150
2018-10-04,1538690723,4795,3432,182,120
2018-10-05,1538777132,12115,8832,302,297
2018-10-06,1538863543,3939,2812,143,100
2018-10-07,1538949957,10635,7754,62,248
2018-10-08,1539036366,6920,5280,111,184
2018-10-09,1539122770,14052,10672,206,362
2018-10-10,1539210987,10861,8092,73,266
2018-10-11,1539295593,18771,13743,371,444
2018-10-12,1539382011,16760,12007,222,377
2018-10-13,1539468431,12539,9143,298,302
2018-10-14,1539554825,13883,10330,555,361
2018-10-15,1539641243,4627,3083,255,100
2018-10-16,1539727640,6390,4604,265,151
2018-10-17,1539814046,7008,5124,374,182
2018-10-18,1539900455,3229,2215,197,76
2018-10-19,1539986867,3230,2125,207,70
2018-10-20,1540073277,1582,1030,217,38
2018-10-21,1540159681,7988,5903,177,193
2018-10-22,1540246121,6134,4225,268,138
2018-10-23,1540332500,2419,1564,239,54
2018-10-24,1540418911,11046,7994,381,278
2018-10-25,1540550323,1144,739,79,28
2018-10-26,1540751944,1622,1069,179,41
2018-10-27,1540751944,1197,819,69,29
2018-10-28,1540804166,526,349,22,12
2018-10-29,1540897825,3882,2601,367,90
2018-10-30,1540987769,4517,3057,346,106
2018-10-31,1541063386,2587,1729,250,65
2018-11-01,1541113793,2884,1876,225,63
2018-11-02,1541200203,3244,2237,223,78
2018-11-03,1541286611,219,142,27,7
2018-11-04,1541373019,492,318,61,13
2018-11-05,1541459426,1624,1059,212,38
2018-11-06,1541545840,2592,1713,294,60
2018-11-07,1541756721,10810,8438,183,320
2018-11-08,1541756721,272,176,55,7
2018-11-09,1541805328,0,0,0,0
2018-11-10,1541891737,14,9,9,1
2018-11-11,1541978143,0,0,0,0
2018-11-12,1542064553,6532,4779,201,159
2018-11-13,1542150964,4603,3462,91,125
2018-11-14,1542237371,7273,5412,305,199
2018-11-15,1542323780,4046,3016,164,112
2018-11-16,1542410192,10475,7917,305,285
2018-11-17,1542496603,23843,17379,762,593
2018-11-18,1542583076,24505,17849,185,580
2018-11-19,1542669420,9186,6653,204,229
2018-11-20,1542755836,5143,3745,226,131
2018-11-21,1542842238,8013,5840,153,204
2018-11-22,1542928646,1979,1366,161,46
2018-11-23,1543015058,3689,2503,240,88
2018-11-24,1543101467,14,9,0,1
2018-11-25,1543187880,684,470,25,16
2018-11-26,1543274290,6934,4953,399,167
2018-11-27,1543360695,2719,1903,188,65
2018-11-28,1543479508,2147,1472,267,50
2018-11-29,1543533517,1966,1385,148,48
2018-11-30,1543619925,7936,5522,558,192
2018-12-01,1543833390,10513,7298,1149,246
2018-12-02,1543833390,7559,5183,605,187
2018-12-03,1543879149,4874,3496,164,115
2018-12-04,1543965560,2637,1798,174,61
2018-12-05,1544051967,4818,3575,136,127
2018-12-06,1544138377,6953,5394,36,189
2018-12-07,1544224787,2776,1954,116,70
2018-12-08,1544311196,5822,3983,423,145
2018-12-09,1544397607,7178,4826,456,162
2018-12-10,1544484015,5216,3822,265,136
2018-12-11,1544570718,9581,7282,308,274
2018-12-12,1544656835,7766,5698,465,196
2018-12-13,1544743241,6580,4999,256,188
2018-12-14,1544865655,10123,7173,618,250
2018-12-15,1544916057,1869,1278,72,43
2018-12-16,1545580088,9915,6988,468,242
2018-12-17,1545934397,5955,4287,264,143
2018-12-18,1545934395,4094,3006,160,103
2018-12-19,1545580143,4193,3053,115,108
2018-12-20,1545580085,1749,1228,120,44
2018-12-21,1545580092,5862,3981,316,136
2018-12-22,1545580149,9064,6233,943,220
2018-12-23,1545934398,7124,4811,395,156
2018-12-24,1545934398,2356,1695,58,58
2018-12-25,1545934403,28,18,0,1
2018-12-26,1545934402,12,8,0,1
2018-12-27,1545954755,11047,7691,689,255
2018-12-28,1546039361,7587,5192,483,173
2018-12-29,1546184195,1019,751,7,25
2018-12-30,1546212181,9078,6242,512,207
2018-12-31,1546298592,10551,7277,665,249
2019-01-01,1546385003,10937,7515,620,251
2019-01-02,1546471406,9095,6039,800,205
2019-01-03,1546557816,1805,1295,99,45
2019-01-04,1546644229,29176,20808,1215,681
2019-01-05,1546730637,4684,3431,218,122
2019-01-06,1546817055,21642,15753,356,523
2019-01-07,1546903454,5751,3993,390,146
2019-01-08,1546989865,7934,5639,758,199
2019-01-09,1547076278,11385,8182,494,286
2019-01-10,1547162685,1778,1225,162,47
2019-01-11,1547304896,4766,3359,383,117
2019-01-12,1547335506,6527,4521,414,155
2019-01-13,1547422644,10433,7277,682,253
2019-01-14,1547508330,5956,4182,389,145
2019-01-15,1547594729,5311,3813,358,139
2019-01-16,1547681144,1556,1095,58,36
2019-01-17,1547767549,5918,4090,350,141
2019-01-18,1547855765,3928,2868,171,102
2019-01-19,1547940372,1318,920,23,30
2019-01-20,1548026781,5473,4280,105,157
2019-01-21,1548113189,8603,5989,622,205
2019-01-22,1548281977,4750,3434,245,122
2019-01-23,1548286009,10434,7586,434,272
2019-01-24,1548372419,0,0,0,0
2019-01-25,1548460631,14087,10107,576,350
2019-01-26,1548545236,15202,10776,440,343
2019-01-27,1548631648,17939,12890,216,412
2019-01-28,1548718056,5738,4094,258,141
2019-01-29,1548804466,4860,3423,219,114
2019-01-30,1548890874,2791,1938,84,67
2019-01-31,1548985404,9891,7070,356,250
2019-02-01,1549062808,11570,8306,463,299
2019-02-02,1549149218,12026,8819,865,328
2019-02-03,1549235627,53,34,0,2
2019-02-04,1549322143,11653,8175,419,278
2019-02-05,1549444449,5989,4385,289,150
2019-02-06,1549494849,9444,7311,54,249
2019-02-07,1549581266,3761,2709,243,94
2019-02-08,1549667676,14976,10834,626,373
2019-02-09,1549880098,3231,2484,76,95
2019-02-10,1549880098,0,0,0,0
2019-02-11,1549926898,13890,10347,854,379
2019-02-12,1550013311,1745,1290,26,48
2019-02-13,1550099717,8975,6901,220,233
2019-02-14,1550186126,11950,8738,472,312
2019-02-15,1550272532,13624,10133,659,357
2019-02-16,1550355340,19299,13717,417,444
2019-02-17,1550445349,23412,16717,509,547
2019-02-18,1550535378,10676,7625,465,257
2019-02-19,1550618172,3383,2318,230,83
2019-02-20,1550745989,2737,2078,58,75
2019-02-21,1550790992,1692,1265,22,46
2019-02-22,1550877399,7544,5383,356,188
2019-02-23,1550963809,1219,873,37,30
2019-02-24,1551050222,11553,8701,813,317
2019-02-25,1551138438,12452,9033,1355,323
2019-02-26,1551228443,9380,7335,331,284
2019-02-27,1551309454,2269,1653,126,59
2019-02-28,1551395856,9241,6797,426,252
2019-03-01,1551482266,30526,22261,497,722
2019-03-02,1551568670,25973,19102,749,638
2019-03-03,1551655081,11923,8922,356,311
2019-03-04,1551741497,21917,16428,793,595
2019-03-05,1551827900,3936,2876,166,96
2019-03-06,1551914311,9807,7387,378,266
2019-03-07,1552000719,9447,6852,774,243
2019-03-08,1552088926,9955,6985,708,238
2019-03-09,1552172435,11187,8103,377,282
